Chr	Start	End	Length	Strand	mESc.2i.RNA.DMSO.REP1	mESc.2i.RNA.DMSO.REP2	mESc.2i.RNA.DMSO.REP3	mESc.2i.RNA.RA.REP1	mESc.2i.RNA.RA.REP2	mESc.2i.RNA.RA.REP3
ENSMUSG00000036817	chr5	139676591	139725794	29481	+	7127	6372	5648	6834	1465	4641
ENSMUSG00000036819	chr11	59263547	59272069	17567	+	890	775	729	878	213	658
ENSMUSG00000036820	chr17	24292800	24300733	5841	-	868	807	733	466	90	345
ENSMUSG00000036822	chr4	40206634	40216883	3856	-	3235	2905	2739	2743	663	1496
ENSMUSG00000036825	chr3	146067606	146103103	14045	+	841	669	643	786	205	535
ENSMUSG00000036826	chr7	31350446	31352981	2410	+	1	0	0	3	0	1
ENSMUSG00000036832	chr3	145883925	145949178	2494	+	2	2	0	0	0	1
ENSMUSG00000036833	chr2	24831553	24909577	24910	+	242	220	162	334	77	307
ENSMUSG00000036834	chr3	63500156	63703394	59338	-	162	161	153	165	38	149
ENSMUSG00000036835	chr7	31346887	31348203	648	-	199	153	162	162	40	92
ENSMUSG00000036840	chr8	89247839	89269905	2107	-	553	515	455	550	157	369
ENSMUSG00000036845	chr7	31340460	31344857	3961	-	270	271	219	208	33	115
ENSMUSG00000036850	chr2	24829637	24830618	776	-	243	170	187	180	32	113
ENSMUSG00000036853	chr3	145780423	145804770	3990	+	0	0	1	1	0	1
ENSMUSG00000036854	chr7	31337197	31340462	4991	+	178	121	106	101	26	59
ENSMUSG00000036855	chr18	9278605	9282807	2661	-	1	1	0	2	2	1
ENSMUSG00000036856	chr4	136833404	136855641	4194	+	18	17	7	22	3	18
ENSMUSG00000036858	chr17	46893176	46900542	600	-	1	1	1	2	0	1
ENSMUSG00000036860	chr11	59015988	59019636	3936	+	408	391	396	429	92	217
ENSMUSG00000036862	chr7	112901503	112936168	26238	-	13	6	5	39	10	34
ENSMUSG00000036863	chr3	145650834	145684684	5498	+	1415	1185	1139	1255	314	818
ENSMUSG00000036864	chr7	31324153	31337315	7156	-	116	86	82	117	22	113
ENSMUSG00000036867	chr9	63800883	63869866	3388	-	192	149	155	230	52	204
ENSMUSG00000036872	chr8	89006159	89104585	34045	-	14	7	7	4	1	3
ENSMUSG00000036873	chr3	145600978	145607793	4250	+	380	357	365	319	74	162
ENSMUSG00000036875	chr10	62409774	62436933	17508	+	1487	1205	1223	979	244	693
ENSMUSG00000036879	chr8	88364858	88585275	16678	+	1265	1291	1024	1379	426	1278
ENSMUSG00000036880	chr18	74938851	74965861	1515	+	1389	1154	1138	930	190	524
ENSMUSG00000036882	chr7	31307245	31320079	8617	-	3	10	4	2	2	10
ENSMUSG00000036885	chr3	62142266	62266143	10794	+	479	488	442	1448	396	1112
ENSMUSG00000036887	chr4	136451832	136454718	1040	-	0	0	0	0	0	0
ENSMUSG00000036890	chr2	44419932	44783177	16104	-	343	344	258	385	109	399
ENSMUSG00000036892	chr7	31278641	31298421	7562	+	4	2	3	6	2	3
ENSMUSG00000036893	chr2	24646289	24775129	38944	-	1710	1671	1349	1743	448	1642
ENSMUSG00000036894	chr3	61168429	61172625	4197	+	270	243	217	239	94	192
ENSMUSG00000036896	chr4	136445719	136448980	2149	-	0	0	0	0	0	0
ENSMUSG00000036898	chr5	138882696	138901922	16622	+	730	726	625	728	190	515
ENSMUSG00000036899	chr6	41602172	41630768	3243	-	10	7	8	7	2	11
ENSMUSG00000036902	chr8	88161136	88224653	9918	-	233	233	210	430	137	318
ENSMUSG00000036904	chr18	9212854	9216199	3346	+	172	113	120	108	36	97
ENSMUSG00000036905	chr4	136436044	136442102	1088	-	0	0	0	0	0	0
ENSMUSG00000036907	chr1	122237159	122239748	1997	+	4	3	6	9	4	5
ENSMUSG00000036908	chr19	3935186	3949340	8937	+	61	45	33	49	11	35
ENSMUSG00000036912	chr9	14500674	14545177	10242	-	6	3	2	18	1	16
ENSMUSG00000036913	chr8	127316919	127358613	14511	+	11	17	6	10	2	6
ENSMUSG00000036915	chr7	31232553	31242709	13285	-	173	192	116	391	106	415
ENSMUSG00000036916	chrX	45894802	45947681	18324	-	649	612	547	511	133	362
ENSMUSG00000036918	chr17	87682226	87781110	21560	+	248	282	236	225	42	189
ENSMUSG00000036921	chr4	136166352	136169141	683	+	2	0	0	1	0	0
ENSMUSG00000036923	chr10	62121791	62188876	5029	-	15	16	13	21	2	10
ENSMUSG00000036924	chr2	148645817	148656146	783	+	5	3	1	17	3	6
ENSMUSG00000036925	chrUn_random	2674947	2678407	635	-	1	0	0	0	0	0
ENSMUSG00000036928	chr5	138721468	138753621	20834	+	928	993	735	1693	429	1373
ENSMUSG00000036931	chr7	31206751	31213765	6562	+	119	92	98	144	20	87
ENSMUSG00000036932	chrX	45828121	45866740	9297	-	1531	1305	1231	1379	370	827
ENSMUSG00000036934	chr8	87932658	87956740	1595	-	459	405	390	404	141	287
ENSMUSG00000036938	chr6	41261232	41266840	2457	-	0	0	0	0	0	1
ENSMUSG00000036940	chr4	136106455	136158638	13614	-	5903	4979	4847	4043	970	2615
ENSMUSG00000036941	chr18	73894692	73914133	4971	-	123	112	89	113	25	78
ENSMUSG00000036943	chr9	66691479	66767512	6717	-	249	247	218	243	50	152
ENSMUSG00000036944	chr15	66357774	66392608	2931	-	0	0	0	0	0	0
ENSMUSG00000036948	chr5	138700884	138705280	16530	-	11	3	6	8	0	8
ENSMUSG00000036949	chr2	14309943	14416602	9022	+	0	1	0	0	0	0
ENSMUSG00000036951	chr3	59729136	59741871	2789	+	1	2	0	0	0	0
ENSMUSG00000036955	chr10	62001374	62041205	15339	-	663	509	514	534	128	344
ENSMUSG00000036957	chr7	31140533	31147791	2861	-	37	21	19	29	12	33
ENSMUSG00000036958	chr2	148594345	148597233	615	-	0	0	0	0	0	0
ENSMUSG00000036959	chrX	45694535	45761226	24531	+	254	250	186	261	88	391
ENSMUSG00000036960	chr3	144733229	144762068	3984	-	1	1	1	3	0	0
ENSMUSG00000036961	chr19	44567962	44588763	3376	+	1	1	0	0	1	2
ENSMUSG00000036962	chr1	121819918	121893811	6019	-	0	0	0	3	0	1
ENSMUSG00000036964	chr11	58768187	58786600	6692	+	4	8	5	6	2	4
ENSMUSG00000036966	chr15	101946776	101966665	7674	-	284	251	218	222	38	161
ENSMUSG00000036968	chr5	138628713	138635146	3288	+	512	420	415	427	98	286
ENSMUSG00000036972	chr9	91257251	91284186	20452	+	1	1	0	0	0	1
ENSMUSG00000036975	chr1	121804467	121809785	3341	-	329	284	287	295	57	153
ENSMUSG00000036977	chr8	82235719	82301220	2802	+	806	751	729	574	161	400
ENSMUSG00000036980	chr5	138619845	138628679	11869	-	1329	1182	1123	1247	247	750
ENSMUSG00000036983	chr17	3519263	3557713	1327	-	430	424	368	332	75	218
ENSMUSG00000036985	chrX	45525146	45562055	12585	-	128	106	102	87	32	106
ENSMUSG00000036986	chr9	58064986	58097593	31231	-	2260	2205	1759	3462	835	3563
ENSMUSG00000036989	chr7	112752977	112782085	14902	-	322	237	226	289	65	238
ENSMUSG00000036990	chr8	82163517	82201654	24766	+	8207	7319	6503	8007	2152	5357
ENSMUSG00000036992	chr2	148498337	148501763	2072	+	663	518	569	492	109	250
ENSMUSG00000036995	chr4	135762280	135801131	4225	+	244	230	199	387	79	309
ENSMUSG00000036996	chr6	40914768	40918437	870	+	0	0	0	0	0	0
ENSMUSG00000037001	chr11	58701655	58717727	6788	-	183	196	141	214	47	164
ENSMUSG00000037003	chr15	101930909	101946832	14076	+	37	32	25	60	11	72
ENSMUSG00000037005	chrX	45461902	45490158	13922	+	20	15	19	13	2	13
ENSMUSG00000037007	chr5	138580930	138596972	9984	-	282	291	256	323	69	275
ENSMUSG00000037010	chrX	45378323	45388030	3149	-	25	13	17	11	0	6
ENSMUSG00000037012	chr10	61731603	61842656	29760	-	1883	1545	1341	728	175	559
ENSMUSG00000037013	chr18	14782707	14841423	13132	-	3110	2680	2487	2663	638	1687
ENSMUSG00000037014	chr2	148221113	148226239	3562	+	0	0	0	1	0	0
ENSMUSG00000037015	chr1	121423002	121424801	1788	+	618	560	532	692	155	374
ENSMUSG00000037016	chr3	53317861	53461277	17562	-	51	44	48	49	7	33
ENSMUSG00000037017	chr5	138558131	138575493	13114	+	542	465	427	398	112	321
ENSMUSG00000037020	chr7	31025157	31065438	19783	-	1242	1201	968	829	213	860
ENSMUSG00000037022	chr8	81790323	81818855	2843	-	117	98	83	120	30	79
ENSMUSG00000037025	chr2	147868613	147872705	5838	-	1	2	0	0	0	0
ENSMUSG00000037028	chr4	101581726	101584513	1455	+	24	10	10	14	2	11
ENSMUSG00000037029	chr7	30946293	30954746	2576	-	586	531	437	541	110	343
ENSMUSG00000037031	chr10	61648144	61693974	3613	-	172	140	117	107	18	91
ENSMUSG00000037032	chr7	112707000	112722916	2530	-	273	248	218	178	39	112
ENSMUSG00000037033	chr3	144485587	144512321	6143	-	184	158	163	172	30	123
ENSMUSG00000037034	chr2	147187661	147219031	8270	+	4	4	1	5	0	3
ENSMUSG00000037035	chr1	121312042	121318825	4255	-	208	199	159	978	211	752
ENSMUSG00000037049	chr7	112702874	112706902	2411	+	124	94	97	124	29	82
ENSMUSG00000037053	chr5	138422749	138431461	1315	+	0	0	0	0	0	0
ENSMUSG00000037058	chr18	35758271	35776840	6837	+	1931	1713	1610	1967	520	1114
ENSMUSG00000037060	chr7	112629121	112630711	1035	-	6	13	16	9	1	6
ENSMUSG00000037062	chr3	144347972	144383287	9428	-	852	777	696	951	323	639
ENSMUSG00000037064	chr17	78576930	78577287	354	-	5	2	6	2	1	1
ENSMUSG00000037070	chr8	81029170	81032827	1723	-	641	599	552	590	147	324
ENSMUSG00000037071	chr19	44468941	44482199	4836	-	3543	3045	2737	3873	1001	2893
ENSMUSG00000037072	chr3	144233268	144260644	4215	+	2528	2178	2174	2215	562	1152
ENSMUSG00000037075	chr15	58720784	58733945	4348	+	912	850	768	1021	273	649
ENSMUSG00000037085	chr15	58704204	58708336	4133	+	318	220	243	285	45	122
ENSMUSG00000037086	chrX	42444081	42445968	1110	+	0	0	0	0	0	0
ENSMUSG00000037089	chr17	45700909	45704619	4987	+	707	635	608	733	139	406
ENSMUSG00000037095	chr17	56259103	56261369	1351	-	0	0	0	0	0	0
ENSMUSG00000037096	chr3	78770278	78770721	444	-	0	0	0	0	0	1
ENSMUSG00000037098	chr17	26125981	26206354	22414	-	423	395	282	364	101	450
ENSMUSG00000037101	chr8	80737196	80918225	7120	+	32	40	32	28	10	9
ENSMUSG00000037103	chr8	86620971	86628661	2312	-	1468	1316	1303	1473	295	1027
ENSMUSG00000037104	chr17	87507019	87536923	5370	+	152	132	121	156	62	123
ENSMUSG00000037106	chr15	58341603	58595425	12180	+	1	1	0	3	0	2
ENSMUSG00000037108	chr5	138229026	138263849	4270	+	113	104	93	166	29	132
ENSMUSG00000037110	chr2	146065615	146337762	50598	-	1814	1780	1246	1556	469	1509
ENSMUSG00000037111	chr3	51319241	51364800	7921	-	243	215	167	274	68	237
ENSMUSG00000037112	chr9	50700906	50817178	22908	-	631	650	519	647	165	646
ENSMUSG00000037119	chr15	58247023	58289356	5621	+	3118	2800	2387	3005	828	1948
ENSMUSG00000037124	chr11	58453967	58465906	2192	+	0	0	0	0	1	0
ENSMUSG00000037126	chr19	46386577	46401646	5694	-	23	20	15	20	4	17
ENSMUSG00000037129	chr9	45127183	45155664	3245	+	12	8	2	1	0	3
ENSMUSG00000037130	chr17	36949116	36952509	1407	+	0	0	0	0	0	0
ENSMUSG00000037134	chr8	80073296	80105237	9998	+	1023	868	836	877	228	575
ENSMUSG00000037138	chr1	38234171	38721800	23776	-	30	38	28	51	20	66
ENSMUSG00000037139	chr4	135315630	135371479	8943	+	53	39	47	70	18	57
ENSMUSG00000037140	chr6	40443591	40444484	894	+	9	2	6	25	4	28
ENSMUSG00000037143	chr2	145760520	146040775	25261	+	39	41	35	24	7	35
ENSMUSG00000037145	chr11	58421706	58429577	2525	-	0	0	0	0	0	0
ENSMUSG00000037148	chr8	79774265	80041806	8895	-	342	325	270	489	94	390
ENSMUSG00000037149	chr12	13226114	13256019	2507	-	4869	4199	4094	4123	1014	2127
ENSMUSG00000037151	chr10	60938581	61044974	2619	+	94	85	91	84	19	64
ENSMUSG00000037152	chr3	51208599	51212910	2035	-	687	631	609	514	108	268
ENSMUSG00000037157	chr4	135284087	135308055	2569	+	3	6	8	8	3	15
ENSMUSG00000037159	chr6	40392862	40416812	3497	+	1	0	0	1	0	0
ENSMUSG00000037161	chr3	51192337	51200660	6345	-	124	89	88	95	25	48
ENSMUSG00000037166	chr7	30074339	30078409	531	+	70	58	75	79	17	46
ENSMUSG00000037167	chrX	20645532	20655089	640	+	0	0	0	0	0	0
ENSMUSG00000037169	chr12	12942902	12948720	5874	-	1576	1387	1392	570	138	369
ENSMUSG00000037171	chr10	60880720	60888086	2095	+	2821	2474	2414	2856	592	1768
ENSMUSG00000037172	chr6	40351374	40386134	8691	-	274	245	235	358	84	223
ENSMUSG00000037174	chr3	51059153	51144580	21939	-	1243	1080	1032	868	228	594
ENSMUSG00000037185	chr15	101177875	101200556	5693	-	2	2	0	1	0	1
ENSMUSG00000037188	chr4	135097803	135129545	2789	-	510	450	413	328	69	244
ENSMUSG00000037190	chr9	107441342	107444196	1782	-	153	132	126	147	31	106
ENSMUSG00000037196	chr17	10595878	11033177	1881	-	9	7	4	3	1	2
ENSMUSG00000037197	chr2	11507066	11525780	4394	-	2188	1869	1734	1793	412	938
ENSMUSG00000037202	chr10	60760584	60767011	2054	+	0	0	0	0	0	0
ENSMUSG00000037204	chr15	101114732	101121365	1230	+	919	740	762	746	143	431
ENSMUSG00000037206	chr9	58004080	58006949	4143	-	0	0	0	3	1	3
ENSMUSG00000037210	chr5	34713062	34829104	6975	+	1266	1394	995	1319	348	1397
ENSMUSG00000037211	chr3	37538869	37543520	10014	+	160	140	142	252	50	139
ENSMUSG00000037214	chr8	27268684	27273412	2475	+	264	233	219	215	53	165
ENSMUSG00000037216	chr1	37928583	37934232	5005	+	133	97	82	90	20	65
ENSMUSG00000037217	chrX	20437637	20498130	9595	-	45	44	33	32	10	79
ENSMUSG00000037221	chr5	138037873	138042286	4300	-	51	58	50	57	24	108
ENSMUSG00000037224	chr5	34537523	34631098	10364	-	152	138	109	363	83	312
ENSMUSG00000037225	chr3	37211441	37304299	4243	+	2	0	0	1	0	0
ENSMUSG00000037234	chr8	27131893	27229696	26850	-	2417	2347	1835	1990	583	1478
ENSMUSG00000037235	chr5	34516536	34530369	5032	-	51	49	37	87	6	49
ENSMUSG00000037236	chr18	35721812	35751699	8944	+	9335	8131	7367	8101	2573	5011
ENSMUSG00000037239	chr7	29943848	29954860	6424	-	102	78	76	149	27	133
ENSMUSG00000037242	chr4	134769884	134828729	7212	-	5964	5199	5051	4679	1029	3102
ENSMUSG00000037243	chr11	58120571	58128129	4330	+	512	436	422	578	95	426
ENSMUSG00000037246	chr17	36909855	36913179	1383	+	0	0	0	0	0	0
ENSMUSG00000037247	chr10	60390974	60400880	853	-	2	7	1	1	1	14
ENSMUSG00000037251	chr8	27091076	27104593	3601	-	619	539	527	454	94	298
ENSMUSG00000037253	chr18	73732698	73752229	3738	+	1110	958	942	1027	271	583
ENSMUSG00000037254	chr2	10016218	10053023	9582	-	0	0	0	0	0	0
ENSMUSG00000037257	chr9	63450462	63489696	2600	+	907	778	756	788	196	520
ENSMUSG00000037259	chr2	144296293	144353150	18618	-	39	40	31	43	9	32
ENSMUSG00000037260	chr8	27054931	27087216	2679	-	972	784	775	551	136	343
ENSMUSG00000037262	chr2	10002220	10014433	2719	+	317	229	226	261	65	143
ENSMUSG00000037263	chr19	3965902	3970438	894	+	0	0	0	0	0	0
ENSMUSG00000037266	chr4	134479507	134483586	10947	+	2905	2596	2329	2570	789	1525
ENSMUSG00000037270	chr3	36762028	36951955	118915	+	4367	4551	3346	5385	1752	4451
ENSMUSG00000037275	chr11	57933504	57982041	17282	-	3139	2951	2665	3499	748	2467
ENSMUSG00000037278	chr11	78355319	78364279	1375	-	1404	1239	1196	1521	312	774
ENSMUSG00000037279	chr2	144130911	144157882	3633	-	36	27	28	45	5	28
ENSMUSG00000037280	chr15	100522244	100559807	10340	-	2367	2088	2006	2634	504	1688
ENSMUSG00000037286	chr9	100498217	100858964	39482	+	4145	4186	3680	3422	932	2485
ENSMUSG00000037287	chr9	42220399	42315892	19464	-	493	475	431	372	88	351
ENSMUSG00000037295	chr4	134300650	134323939	4912	-	303	299	270	393	82	261
ENSMUSG00000037296	chr8	26896063	26914447	2360	+	619	519	550	576	154	388
ENSMUSG00000037300	chr8	127195235	127245883	21456	-	2598	2493	2167	2599	633	1927
ENSMUSG00000037306	chr4	134117605	134260205	19167	-	124	132	100	164	45	201
ENSMUSG00000037307	chr2	143858795	143899715	980	+	0	0	0	0	0	0
ENSMUSG00000037313	chr5	34000777	34021644	12284	+	3048	2677	2605	2560	550	1524
ENSMUSG00000037315	chrX	20002814	20097065	8494	+	1628	1333	1317	1280	315	750
ENSMUSG00000037316	chr8	26875010	26895681	4798	-	2387	2107	1977	2365	591	1528
ENSMUSG00000037318	chr1	195001700	195027897	12227	-	0	4	1	0	0	1
ENSMUSG00000037321	chr17	34324498	34334170	16541	+	58	48	39	102	16	71
ENSMUSG00000037325	chr3	36472064	36512399	9388	-	96	77	75	82	36	47
ENSMUSG00000037326	chr17	26095315	26122741	5111	-	512	447	405	510	113	469
ENSMUSG00000037331	chr11	57822566	57875533	7361	+	5386	5378	3999	5841	1459	5518
ENSMUSG00000037334	chr17	36806953	36809164	1057	-	0	0	0	0	0	0
ENSMUSG00000037335	chr11	57642207	57646320	4064	-	1	2	1	8	2	4
ENSMUSG00000037336	chr12	4869246	4881165	18780	-	220	267	224	174	40	191
ENSMUSG00000037337	chr7	29767073	29788298	5415	+	531	411	395	420	84	329
ENSMUSG00000037339	chr5	33943000	33972284	20362	-	708	641	576	559	109	474
ENSMUSG00000037341	chrX	19682881	19868933	7537	-	33	36	38	49	21	65
ENSMUSG00000037343	chr15	54846684	54903707	5033	-	2134	1802	1714	1697	442	1187
ENSMUSG00000037344	chr5	137755786	137774825	6149	-	226	194	163	303	53	250
ENSMUSG00000037346	chr18	13165499	13181391	3365	+	0	1	0	0	0	0
ENSMUSG00000037347	chrX	19636686	19674647	2206	+	29	28	25	28	14	23
ENSMUSG00000037348	chr4	134052612	134066150	8548	+	57	34	43	87	14	51
ENSMUSG00000037349	chr19	7067509	7070527	999	-	201	164	169	176	28	114
ENSMUSG00000037351	chr1	36756047	36771267	5218	-	1563	1433	1289	1189	222	761
ENSMUSG00000037353	chr15	100299465	100309683	2579	+	426	384	404	311	72	178
ENSMUSG00000037355	chr5	33721200	33762403	16182	+	206	238	188	213	60	194
ENSMUSG00000037358	chrX	17992007	18038523	8900	-	0	0	0	0	0	0
ENSMUSG00000037361	chr12	4824414	4834464	1115	+	924	841	809	771	224	426
ENSMUSG00000037362	chr15	54577257	54585594	2869	+	8	3	9	17	6	17
ENSMUSG00000037363	chr8	26688964	26707959	2098	-	8	15	7	18	1	13
ENSMUSG00000037364	chr5	137736932	137748902	3024	-	4468	4117	3722	5354	1104	3577
ENSMUSG00000037366	chr4	133952235	133983328	8193	+	353	330	266	364	75	220
ENSMUSG00000037369	chrX	17739701	17857062	22688	+	2775	2597	2395	2765	785	2010
ENSMUSG00000037370	chr10	24357720	24431965	18870	-	45	51	25	57	12	67
ENSMUSG00000037373	chr5	33590372	33617618	2254	-	1105	988	1034	917	174	602
ENSMUSG00000037375	chr1	194336710	194597413	16050	-	128	94	93	91	29	103
ENSMUSG00000037376	chr2	132629943	132641791	11643	-	1531	1348	1310	1194	319	780
ENSMUSG00000037379	chr5	33556167	33560887	2237	-	12	11	5	13	1	9
ENSMUSG00000037381	chrX	17457796	17458632	837	-	0	0	0	0	0	0
ENSMUSG00000037386	chr15	39029878	39513486	24396	+	956	994	744	1133	349	1134
ENSMUSG00000037390	chr5	137610794	137625994	4093	-	11	8	6	5	3	5
ENSMUSG00000037393	chr11	55838489	55854512	3302	-	0	0	0	1	0	0
ENSMUSG00000037395	chr1	193922652	193961892	7074	-	195	182	143	162	44	128
ENSMUSG00000037400	chr3	35653056	35755196	20412	+	2698	2505	1928	4667	1663	3966
ENSMUSG00000037405	chr9	20820404	20833241	2540	+	2113	1770	1746	1281	244	813
ENSMUSG00000037406	chr8	26135923	26149434	2472	-	5	5	2	6	1	5
ENSMUSG00000037408	chr1	36528442	36565621	9129	+	146	146	122	194	43	162
ENSMUSG00000037410	chr9	90096885	90165642	10314	-	537	446	420	498	105	412
ENSMUSG00000037411	chr5	137537374	137548142	5721	-	132	134	115	210	45	139
ENSMUSG00000037415	chr8	108292208	108351250	5308	-	723	729	591	650	140	684
ENSMUSG00000037416	chr18	49992667	50124739	11843	+	6605	6019	5361	6636	1923	4685
ENSMUSG00000037418	chr19	10059664	10076123	2381	-	1	4	0	14	1	7
ENSMUSG00000037419	chr9	14158434	14185951	10545	-	85	61	59	46	14	33
ENSMUSG00000037424	chr10	23828195	23829388	1194	-	0	0	0	0	0	0
ENSMUSG00000037426	chr5	33206350	33336882	45641	+	1591	1445	1185	1427	383	1280
ENSMUSG00000037428	chr5	137506165	137509221	2553	+	1	5	7	19	7	20
ENSMUSG00000037432	chr1	36473733	36478955	1723	+	0	0	0	0	0	0
ENSMUSG00000037434	chr1	193730646	193737126	5921	+	924	849	751	710	176	481
ENSMUSG00000037437	chr8	25946612	26059276	12442	-	95	105	74	51	14	61
ENSMUSG00000037438	chr15	99728718	99728987	270	-	0	0	0	0	0	0
ENSMUSG00000037440	chr10	23614494	23625149	2416	+	74	68	67	48	10	20
ENSMUSG00000037443	chr4	133685773	133743027	12142	-	1491	1306	1191	1453	276	917
ENSMUSG00000037446	chr17	28488460	28502127	15213	-	38	32	30	40	8	36
ENSMUSG00000037447	chr1	36364578	36380874	30944	+	195	194	150	203	43	136
ENSMUSG00000037451	chr19	5970234	5986143	1897	-	5	2	3	7	0	9
ENSMUSG00000037455	chr10	23516792	23547774	5031	+	369	343	272	279	36	227
ENSMUSG00000037458	chr15	38417185	38449021	19002	-	3265	2937	2708	2869	808	1820
ENSMUSG00000037461	chr1	193399642	193446551	4204	+	2292	2090	2012	2123	442	1547
ENSMUSG00000037463	chr7	29477868	29484357	6692	+	226	220	211	340	71	222
ENSMUSG00000037465	chr15	38221219	38230464	11131	-	2191	2007	1981	1269	321	667
ENSMUSG00000037466	chr12	114394632	114413736	6203	+	673	573	501	523	102	410
ENSMUSG00000037469	chr7	29392653	29416351	4027	-	79	81	67	52	11	56
ENSMUSG00000037470	chr1	36198375	36301150	23353	-	9708	8685	7724	8353	1904	5484
ENSMUSG00000037474	chr1	193361244	193399413	6616	-	2329	2098	1728	1822	478	1470
ENSMUSG00000037475	chrX	39148168	39273851	26684	-	3835	3815	2996	3874	1210	2779
ENSMUSG00000037477	chr19	3992752	3999511	1777	+	0	0	0	1	0	0
ENSMUSG00000037482	chr2	131679414	131685483	3378	-	2	7	0	2	1	1
ENSMUSG00000037486	chr12	3426857	3506852	36538	+	3229	3312	2573	3190	936	3300
ENSMUSG00000037487	chr15	37897083	38008608	9790	-	27634	25892	22373	20240	4766	13791
ENSMUSG00000037490	chr10	22364817	22424091	4565	+	2	6	1	5	3	3
ENSMUSG00000037492	chr8	24746491	25267057	7623	+	208	256	197	137	30	90
ENSMUSG00000037493	chr9	54392601	54408025	1433	-	4	1	7	5	1	2
ENSMUSG00000037499	chr1	193130668	193142073	742	-	62	59	40	69	9	32
ENSMUSG00000037503	chr1	34870064	34899910	15661	-	2292	2093	1787	1553	331	1101
ENSMUSG00000037509	chr1	34778769	34870154	19063	+	121	101	108	133	24	100
ENSMUSG00000037513	chr7	29184568	29208857	4311	-	793	804	722	652	201	735
ENSMUSG00000037514	chr2	131088231	131124924	15424	+	1261	1046	1021	1132	268	761
ENSMUSG00000037519	chr7	151662660	151739634	12237	-	1608	1494	1223	1578	390	1310
ENSMUSG00000037523	chr2	131059799	131073761	9770	+	824	724	731	646	145	373
ENSMUSG00000037525	chr15	99300515	99305161	1271	-	186	150	160	186	33	113
ENSMUSG00000037526	chr14	48160569	48188109	3450	-	1652	1550	1374	1140	237	761
ENSMUSG00000037529	chr1	34600820	34617788	2897	-	0	0	0	0	0	0
ENSMUSG00000037531	chr3	32624319	32636069	3887	-	759	664	647	662	178	359
ENSMUSG00000037533	chr11	54336349	54512787	46662	+	2125	2167	1707	2013	537	1676
ENSMUSG00000037535	chr10	21145110	21145552	443	+	9	3	8	7	3	3
ENSMUSG00000037536	chr14	48092236	48151637	15709	+	435	381	358	535	99	325
ENSMUSG00000037537	chr17	36684020	36686195	1006	+	0	0	0	0	0	0
ENSMUSG00000037541	chr7	151187833	151610399	37748	+	8	7	12	19	10	22
ENSMUSG00000037542	chr10	21097097	21116391	5608	+	1	0	0	0	2	1
ENSMUSG00000037544	chr14	48007454	48038082	9442	-	2974	2545	2415	2682	552	1761
ENSMUSG00000037548	chr17	34280252	34288498	3242	+	6	13	17	11	5	12
ENSMUSG00000037552	chr7	29144623	29157681	34306	-	244	226	172	195	38	220
ENSMUSG00000037553	chr4	133161214	133206069	6725	-	948	935	834	1236	276	1069
ENSMUSG00000037563	chr7	29135671	29137715	1796	+	6445	5179	4073	4093	885	2398
ENSMUSG00000037568	chr1	192771527	192803175	5998	-	14	9	17	30	6	20
ENSMUSG00000037570	chr15	99073249	99082392	3710	-	1746	1467	1500	1276	216	754
ENSMUSG00000037572	chr14	47860619	47896532	18390	-	2369	2038	1842	1795	430	1179
ENSMUSG00000037573	chr11	94072768	94076809	2288	+	285	232	223	146	55	100
ENSMUSG00000037577	chr17	32320715	32326494	4006	-	10	22	9	11	1	12
ENSMUSG00000037578	chr19	44222127	44266932	6850	-	247	252	195	241	59	142
ENSMUSG00000037579	chr15	99055292	99073248	7097	+	119	86	94	64	18	42
ENSMUSG00000037580	chr14	47773570	47809088	2775	-	47	18	31	45	11	38
